# holiday_sleigh_bells_shake_capture v1
# recorded_at=2026-08-22T09:43:45
# device_model=iPhone14,2
# os_name=iOS
# os_version=26.6.0
# engine_version=4.6-stable (official)
# screen_refresh_hz=120.00
# engine_max_fps=0
# delta_smoothing=false
# sample_count=1809
# duration_s=15.065
# achieved_rate_hz=120.08
# longest_frame_ms=11.7
sample,t_ms,dt_ms,accel_x,accel_y,accel_z,grav_x,grav_y,grav_z,gyro_x,gyro_y,gyro_z
103,854.821,8.333,-1.45463,-9.33320,-3.80199,3.68550,-8.80084,-2.26555,-0.10212,2.67175,-2.20006
104,863.962,8.333,-0.87179,-8.66656,-3.16499,3.95875,-8.70680,-2.16571,-0.01174,2.83725,-2.61416
105,872.286,8.333,-0.87179,-8.66656,-3.16499,4.10601,-8.65294,-2.10658,0.07370,2.87829,-2.74629
106,880.627,8.333,0.52747,-8.41337,-3.08732,4.40687,-8.53675,-1.96819,0.26531,2.93351,-2.83358
107,888.926,8.333,2.87948,-7.68524,-3.05710,4.70197,-8.41546,-1.80054,0.47189,3.04153,-2.76938
108,897.197,8.333,4.54659,-6.89665,-3.05784,4.84396,-8.35450,-1.70551,0.58339,3.04964,-2.71363
109,905.877,8.333,5.51968,-6.84966,-2.18890,5.11134,-8.23403,-1.49848,0.80836,2.90111,-2.55553
110,913.971,8.333,6.23839,-6.58929,-1.13979,5.35244,-8.11689,-1.27981,0.95707,2.64744,-2.38945
111,922.169,8.333,6.23839,-6.58929,-1.13979,5.46390,-8.05888,-1.17077,0.99303,2.47827,-2.33105
112,930.565,8.333,6.36768,-6.58286,-0.41480,5.67222,-7.94184,-0.96099,1.02237,2.12468,-2.24785
113,938.950,8.333,6.30393,-7.00364,0.21548,5.86368,-7.82262,-0.77086,0.96026,1.72102,-2.16743
114,947.183,8.333,6.27655,-7.19398,0.75013,5.95307,-7.76269,-0.68698,0.90257,1.48605,-2.10809
115,955.768,8.333,6.51163,-7.12470,1.44954,6.11870,-7.64404,-0.54823,0.75354,0.98866,-1.98269
116,963.825,8.333,6.56281,-7.18530,1.69135,6.26999,-7.52706,-0.44836,0.58859,0.60664,-1.89899
117,972.206,8.333,6.56281,-7.18530,1.69135,6.34228,-7.46841,-0.41063,0.51585,0.46729,-1.88652
118,980.533,8.333,6.29316,-7.95399,1.38609,6.48457,-7.34820,-0.35304,0.37565,0.32743,-1.91467
119,989.011,8.333,6.28852,-8.64037,1.10178,6.62841,-7.22079,-0.30779,0.25617,0.36642,-2.00095
120,997.344,8.333,6.49667,-8.97526,0.72140,6.70216,-7.15329,-0.28603,0.20515,0.43936,-2.05926
121,1005.655,8.333,6.75240,-9.28262,0.42063,6.85452,-7.00928,-0.23643,0.17568,0.62771,-2.19847
122,1013.932,8.333,7.09716,-9.13642,0.49336,7.01414,-6.85134,-0.17719,0.15879,0.73136,-2.35780
123,1022.213,8.333,7.09716,-9.13642,0.49336,7.09673,-6.76649,-0.14633,0.14153,0.72339,-2.44618
124,1030.722,8.333,7.49804,-9.01821,0.99808,7.26703,-6.58428,-0.08953,0.08583,0.63094,-2.61526
125,1038.831,8.333,7.90221,-8.89536,1.40510,7.44188,-6.38647,-0.04194,-0.00116,0.60373,-2.74175
126,1047.061,8.333,8.62122,-8.20343,1.37667,7.52959,-6.28294,-0.01923,-0.04003,0.64297,-2.77705
127,1055.591,8.333,9.83718,-7.46527,1.06347,7.70240,-6.06980,0.03009,-0.09561,0.76402,-2.79984
128,1063.792,8.333,11.32637,-7.15926,0.93972,7.86855,-5.85222,0.08891,-0.13048,0.93088,-2.76568
129,1072.323,8.333,11.32637,-7.15926,0.93972,7.94757,-5.74379,0.12413,-0.15001,1.05116,-2.70703
130,1080.540,8.333,12.83636,-6.91475,0.73951,8.09295,-5.53449,0.20975,-0.17314,1.29610,-2.48793
131,1088.794,8.333,14.26121,-6.37920,0.58972,8.21668,-5.34418,0.31042,-0.19584,1.38961,-2.16819
132,1097.201,8.333,15.57308,-5.92700,0.98447,8.26901,-5.25947,0.36307,-0.22313,1.42826,-1.94844
133,1105.526,8.333,16.84201,-5.04668,1.15011,8.35008,-5.12099,0.47120,-0.21275,1.42250,-1.38061
134,1113.707,8.333,18.12440,-4.30717,1.51149,8.39679,-5.03359,0.57205,-0.15192,1.16656,-0.71448
135,1122.076,8.333,18.12441,-4.30717,1.51149,8.40704,-5.01157,0.61345,-0.11397,0.95750,-0.34990
136,1130.719,8.333,18.91285,-4.07194,2.23364,8.39972,-5.01620,0.67299,-0.00787,0.53897,0.46241
137,1139.124,8.333,19.16334,-3.65834,2.25040,8.35278,-5.08974,0.70429,0.10775,0.14755,1.29502
138,1147.256,8.333,18.95011,-3.34410,1.95666,8.31422,-5.15176,0.70957,0.15675,-0.05705,1.69579
139,1155.594,8.333,18.13488,-3.25896,1.86269,8.20775,-5.32091,0.70083,0.29612,-0.43535,2.41149
140,1163.750,8.333,16.54109,-3.60357,1.65379,8.06474,-5.53864,0.67369,0.44663,-0.71452,2.96703
141,1172.151,8.333,16.54109,-3.60357,1.65379,7.98076,-5.66097,0.65676,0.51918,-0.80141,3.19589
142,1180.510,8.333,14.55345,-3.87382,1.19171,7.78914,-5.92535,0.62443,0.63020,-0.84166,3.57663
143,1188.816,8.333,12.70633,-3.73645,0.69327,7.56706,-6.20838,0.60508,0.68584,-0.69969,3.86999
144,1197.345,8.333,11.05223,-3.75501,0.39025,7.44547,-6.35401,0.60160,0.66837,-0.61823,3.97788
145,1205.592,8.333,9.53251,-4.09753,0.66484,7.18493,-6.64704,0.60342,0.58180,-0.43859,4.09585
146,1214.277,8.333,7.90895,-4.79933,0.94496,6.90776,-6.93361,0.61501,0.45735,-0.23806,4.09154
147,1222.283,8.333,7.90895,-4.79933,0.94496,6.76541,-7.07190,0.62279,0.38277,-0.16835,4.05263
148,1230.599,8.333,6.47003,-5.44292,1.27372,6.47761,-7.33540,0.63477,0.16415,-0.08183,3.93619
149,1238.984,8.333,5.29612,-5.81537,1.47633,6.18734,-7.58184,0.63472,-0.07204,-0.02748,3.84401
150,1247.214,8.333,4.49122,-5.87043,1.20443,6.04052,-7.69977,0.62936,-0.17547,-0.01268,3.82573
