# holiday_sleigh_bells_shake_capture v1
# recorded_at=2026-08-22T09:12:36
# device_model=iPad13,16
# os_name=iOS
# os_version=18.6.2
# engine_version=4.6-stable (official)
# target_frame_rate=60
# sample_count=1014
# duration_s=16.882
# achieved_rate_hz=60.06
# longest_frame_ms=20.5
sample,t_ms,dt_ms,accel_x,accel_y,accel_z,grav_x,grav_y,grav_z,gyro_x,gyro_y,gyro_z
147,2450.682,16.667,5.10130,-29.87335,-33.09729,0.49088,-9.07282,-3.68962,0.44487,0.90929,0.32363
148,2466.441,16.667,6.67773,-26.66707,-24.43687,0.47165,-9.16791,-3.44926,2.72223,1.15012,0.78169
149,2482.968,16.667,5.69985,-22.17465,-16.29883,0.39384,-9.32860,-2.99876,3.43812,0.87901,1.12747
150,2499.192,16.667,3.30864,-11.68550,-3.76862,0.21698,-9.51291,-2.37230,2.97800,0.41789,1.17921
151,2516.742,16.667,1.45119,-3.56901,2.49117,0.05188,-9.60213,-1.99169,2.32022,-0.08595,1.18709
152,2532.475,16.667,0.43754,-0.46836,4.29056,-0.12353,-9.65803,-1.69633,1.77318,-0.43762,1.11816
153,2549.537,16.667,-2.05348,4.57996,7.45405,-0.32934,-9.69702,-1.42471,0.95616,-0.56348,0.79699
154,2566.025,16.667,-4.24896,7.16270,9.59970,-0.42989,-9.70552,-1.33736,0.19355,-0.47846,0.41898
155,2582.684,16.667,-4.88627,7.21882,9.55735,-0.46640,-9.70061,-1.36055,-0.54063,-0.44489,-0.05650
156,2599.380,16.667,-5.02019,5.76359,10.84454,-0.40704,-9.67411,-1.55445,-1.52777,-0.28720,-0.68309
157,2616.077,16.667,-4.32812,0.10505,11.16431,-0.27673,-9.62821,-1.84158,-2.47094,0.00318,-1.15403
158,2631.576,16.667,-3.95268,-4.31690,7.90311,-0.07869,-9.53935,-2.27267,-3.47437,0.36738,-1.48470
159,2645.895,16.667,-1.65784,-17.36918,-7.94920,0.16328,-9.39769,-2.79770,-3.72745,0.54868,-1.61457
160,2666.353,16.667,5.75521,-28.65336,-24.88638,0.45729,-9.19493,-3.37855,-2.22657,0.59850,-0.97654
161,2680.717,16.667,9.59312,-31.84632,-28.26340,0.55344,-9.13183,-3.53182,0.00349,0.61665,0.06792
162,2699.384,16.667,9.09647,-28.39014,-22.73414,0.46685,-9.23178,-3.27516,2.43735,0.47020,1.16745
163,2716.226,16.667,4.14481,-18.11603,-10.08034,0.29893,-9.36901,-2.88143,3.02275,0.32890,1.43206
164,2732.759,16.667,2.05527,-12.65395,-5.09336,0.11237,-9.49302,-2.45770,2.85475,0.16580,1.29188
165,2750.508,16.667,-0.86850,-3.63485,1.49338,-0.08669,-9.60253,-1.98854,1.98390,0.07727,0.81253
166,2766.336,16.667,-2.52753,1.30754,3.40051,-0.16956,-9.64707,-1.75377,1.28569,0.08212,0.35848
167,2782.539,16.667,-3.02073,2.45077,3.34485,-0.18611,-9.67266,-1.60480,0.79639,0.16650,-0.07656
168,2799.559,16.667,-3.00442,3.14359,3.37642,-0.12590,-9.68997,-1.50299,0.27193,0.18700,-0.43620
169,2816.109,16.667,-2.32567,2.30771,4.61797,-0.05086,-9.69220,-1.49300,-0.13697,0.16508,-0.52370
170,2832.595,16.667,-2.37654,1.89336,5.86699,0.03122,-9.68353,-1.54874,-0.65519,0.13618,-0.54831
171,2849.550,16.667,-1.70632,0.09741,7.40961,0.12777,-9.64635,-1.76127,-1.57628,-0.09565,-0.39653
172,2866.225,16.667,0.07856,-4.75399,5.19108,0.16017,-9.58982,-2.04452,-2.32026,-0.48687,-0.15295
173,2882.655,16.667,0.56518,-7.99813,2.35066,0.14064,-9.50230,-2.42011,-2.84666,-0.90187,0.07865
174,2899.553,16.667,1.00901,-16.23164,-6.85056,0.06238,-9.34555,-2.97106,-2.76382,-0.84493,0.14215
175,2916.079,16.667,-0.28416,-23.78789,-18.34587,0.02444,-9.23867,-3.28889,-1.66363,-0.30614,0.00186
176,2934.039,16.667,-0.39878,-25.26257,-22.06780,0.03055,-9.19611,-3.40604,0.63485,0.37827,-0.07913
177,2949.922,16.667,1.04956,-23.83353,-19.79945,0.06838,-9.27160,-3.19422,2.07103,0.65680,0.06428
178,2966.358,16.667,1.86089,-17.00541,-9.43330,0.07811,-9.38167,-2.85457,2.63969,0.71190,0.24879
179,2982.896,16.667,1.66936,-12.73625,-5.08932,0.06094,-9.48670,-2.48377,2.49783,0.56183,0.34329
180,2999.498,16.667,0.96456,-5.32096,0.42153,0.01344,-9.58601,-2.06849,1.81504,0.18999,0.31307
181,3015.995,16.667,-0.07452,-0.28955,2.89235,-0.02226,-9.63218,-1.84147,1.34147,-0.00860,0.20966
182,3032.755,16.667,-0.75028,1.22987,3.99188,-0.04348,-9.66131,-1.68152,0.85177,-0.09141,0.05185
183,3049.411,16.667,-2.12695,2.68480,5.78155,-0.03342,-9.67734,-1.58691,0.11751,-0.13508,-0.19082
184,3066.086,16.667,-2.77563,2.49057,7.08534,0.00112,-9.67352,-1.61037,-0.44087,-0.15163,-0.32596
185,3082.521,16.667,-2.95639,2.00544,7.87034,0.05250,-9.65486,-1.71792,-1.06374,-0.12771,-0.42735
186,3099.423,16.667,-2.04390,-0.89812,7.51211,0.13077,-9.59533,-2.02062,-2.08309,-0.25246,-0.43452
187,3116.113,16.667,-0.67891,-7.80196,2.17962,0.17994,-9.51375,-2.37205,-2.77111,-0.45688,-0.41777
188,3132.893,16.667,0.00763,-12.63690,-2.63272,0.22052,-9.39765,-2.79391,-3.04671,-0.51615,-0.43840
189,3149.489,16.667,2.27509,-23.64424,-14.50003,0.27710,-9.23295,-3.29337,-1.99639,-0.20741,-0.36940
190,3166.419,16.667,3.91332,-28.52527,-23.23094,0.30684,-9.17401,-3.45163,-0.21418,0.05824,-0.09083
191,3182.877,16.667,4.39575,-28.04284,-22.72831,0.30246,-9.21192,-3.34954,1.61786,0.28717,0.29731
192,3199.803,16.667,2.90970,-21.69207,-13.43895,0.22971,-9.36237,-2.90924,2.82451,0.36618,0.66338
193,3216.251,16.667,0.69956,-12.15312,-4.13164,0.14650,-9.48014,-2.50516,2.77774,0.32031,0.68144
194,3230.794,16.667,0.03023,-7.74584,-1.40405,0.06889,-9.56999,-2.14031,2.28221,0.24738,0.52387
195,3247.228,16.667,-0.33249,-0.93299,0.55171,0.01457,-9.63089,-1.84829,1.78411,0.20649,0.32347
